Parametre;Coefficient de corellation;Count;Top;List
Quintozène;0.03432911804000001;25;0.648554494;0.648554494,0.629726702,-0.619175692,0.562841121,-0.537359944,-0.432793838,0.426508988,0.378263534,0.311865174,0.289272123,-0.281521865,-0.239529886,-0.201892152,0.19016892,-0.163290014,-0.117341357,-0.097026683,0.090471062,-0.084305162,0.043146413,-0.043128945,0.040707572,0.031024643,0.026938135,0.006104608
Butyl benzyl phtalate;-0.034041832800000005;25;0.896792773;0.896792773,-0.80594683,-0.658213649,0.590278515,-0.514696379,0.43666162,-0.367929471,-0.359597038,-0.345522379,-0.3390313,0.285350874,-0.244392179,0.221735669,0.217383188,-0.215274973,0.211101094,-0.166199903,0.156387506,0.146607256,-0.100420766,0.093746513,0.074881436,-0.067177319,0.04460698,-0.042177058
Hexaconazole;0.03387456481250001;16;0.751279689;0.751279689,0.721122035,0.51008423,0.476182142,-0.384948515,-0.358965052,-0.323933101,-0.198129574,-0.175535059,-0.158456717,-0.13022022,-0.127752535,0.107250156,-0.092077075,-0.072905852,-0.001001515
Amidosulfuron;0.03384993485714287;14;-0.598028308;-0.598028308,0.558622743,0.55286216,-0.501743917,0.442584215,0.442170488,-0.437031584,-0.292070036,0.267985375,0.224287377,-0.144961538,-0.138738847,0.113573048,-0.015612088
Bromacil;-0.03356300595999999;25;0.754618495;0.754618495,0.751279689,0.51008423,0.476182142,0.464128216,-0.374911305,-0.353293096,-0.338743035,-0.323933101,-0.32087867,-0.297825171,-0.286700725,-0.272314444,-0.271049042,-0.234616038,-0.181387705,-0.175535059,-0.158456717,-0.127752535,0.107250156,-0.102423669,-0.092077075,0.064528592,-0.054247767,-0.001001515
2,4-D;-0.03339461747999999;25;0.656667895;0.656667895,0.650592835,-0.609908528,-0.510392226,-0.456743156,0.406365294,-0.373333836,0.373204359,-0.357807995,-0.339407825,0.337200276,-0.271048796,0.267223299,-0.254189724,-0.233460453,0.228470333,-0.216848995,0.202096791,0.180046123,-0.166167043,-0.163105844,-0.135916316,-0.11548853,0.092253762,-0.025167137
Anthraquinone;0.033361957727272705;22;0.862249763;0.862249763,-0.829863563,-0.716631867,0.612863343,0.579006529,-0.514193253,0.42875015,-0.427626686,0.393680439,0.351969397,0.298421649,0.255862042,-0.250357182,-0.237406274,0.219199398,-0.213200716,-0.204233295,-0.195787047,0.185311742,0.080734717,0.049658153,0.005555631
Foramsulfuron;-0.033324694200000005;25;0.622791955;0.622791955,-0.541271947,0.51588995,0.4700986,-0.445880288,0.421426612,-0.402974049,0.361961599,-0.28082474,-0.27739053,-0.264772047,-0.223066503,0.218445689,-0.186632818,-0.185710897,-0.170222658,-0.158089298,-0.157984641,0.139306753,-0.131436672,-0.084597038,-0.054492995,0.046783206,-0.040256059,-0.024218539
Piperonyl butoxyde;0.033192651375000014;24;0.911178063;0.911178063,0.678092252,0.462809289,-0.441982773,0.43018032,0.371047261,0.33239458,-0.312680618,-0.312301725,-0.294428062,-0.264402555,-0.256610633,-0.254902098,0.252354764,-0.241220186,-0.219992655,-0.204530554,0.190089981,-0.184009555,-0.158185901,0.158125957,0.148223322,0.004719421,0.002655738
Demeton-S-methylsulfone;0.033023897880000014;25;0.900177104;0.900177104,0.707949324,0.51192894,0.482296173,0.43483159,-0.402495224,-0.359749008,-0.358482103,-0.312612463,-0.293546711,0.246922572,-0.24346211,-0.20710728,0.198740567,-0.194990286,0.169481788,-0.131795726,-0.127267124,-0.119119466,0.086057389,-0.078949184,-0.071195742,0.062292459,-0.062009531,-0.012298501
Carfentrazone-ethyl;0.03286481727272727;22;-0.666452853;-0.666452853,0.638592217,0.524189072,0.515171584,-0.495729259,0.475063542,0.421612199,0.382230424,-0.379115335,-0.366785399,0.364842292,-0.353939419,-0.341459191,0.340452996,-0.323909821,0.240685535,-0.141826256,-0.101553518,0.068767719,-0.055231668,-0.031214903,0.008636022
Lambda-cyhalothrine;0.03254924676;25;0.78788655;0.78788655,0.675059095,-0.547698456,0.482586061,-0.423712848,-0.423673198,-0.412528348,-0.398337001,0.393871792,0.356327561,0.346374819,-0.317928722,0.309540019,-0.298039948,-0.28782598,0.266168331,0.229784096,-0.22289654,0.177964229,-0.171164135,0.145163236,0.078585196,0.070163678,-0.001938318,0
Bromoxynil;-0.03248373028;25;0.776833147;0.776833147,0.673688959,0.657880869,-0.609908528,-0.569760999,0.490934455,0.46929617,-0.456743156,-0.427705502,-0.413590564,-0.390071194,-0.339407825,-0.312566489,0.242006776,-0.231505169,0.202096791,-0.198429219,-0.163105844,-0.137613259,0.13596273,-0.127496632,-0.120543668,0.056866397,-0.034374241,0.015162738
Tébufénozide;-0.03242013447999999;25;0.578067175;0.578067175,0.578016185,-0.550841582,-0.476090959,-0.472288691,0.398179536,0.353538374,-0.343680144,-0.317945612,-0.261856576,0.261535882,-0.236801624,-0.211940207,0.209861956,-0.202972322,0.152433774,-0.105186515,-0.06593513,-0.049080815,-0.034843699,0.030331436,-0.018453418,-0.014775768,-0.005249838,-0.00452478
Dichloropropane-1,2;-0.032417289399999986;25;0.890385586;0.890385586,0.719215859,0.595151519,-0.576304502,-0.486959764,-0.457344477,0.452111397,-0.40676626,-0.406714408,-0.360480295,0.340598698,-0.311175435,-0.310173563,-0.303450887,-0.287236175,-0.215273738,0.20939767,0.12561809,-0.072202249,0.067666281,0.067222631,-0.061696425,0.057070337,-0.054890079,-0.024202046
Benzo(a)anthracène;0.03217000858333333;24;0.890385586;0.890385586,0.798299491,-0.761212741,0.613494339,-0.447120433,0.372762855,-0.350490584,0.338804235,-0.278316123,-0.262399717,0.20939767,-0.194425824,-0.18713695,0.164916067,0.139455294,-0.118684158,-0.088739218,-0.078776892,0.065618611,0.062768535,-0.054890079,-0.049694401,-0.032124169,0.020188812
Molybdène;0.03201961309523809;21;0.856467725;0.856467725,0.645527437,0.564471904,-0.482144278,0.464863362,0.45217118,-0.342410191,-0.323705416,-0.31132934,-0.288882002,-0.261478704,0.250438997,-0.156591854,-0.139441854,-0.11684809,0.111297203,-0.108663808,0.078550534,-0.078392453,-0.071697951,-0.069790526
Ethoprophos;0.03199254088000001;25;0.868938571;0.868938571,0.690276859,-0.491347091,-0.490401779,0.443869156,0.423079837,-0.401853664,0.362011686,0.353201585,0.349590961,-0.33574926,-0.298362338,-0.287672485,-0.230640061,0.170324176,-0.166251508,-0.136906335,0.122840826,-0.103499998,-0.060810002,0.059660838,-0.042657814,0.041221782,-0.032124169,-0.006926251
Dibromochloromethane;0.03177327616;25;0.853230367;0.853230367,0.717722312,0.591955902,-0.573875892,0.534492591,0.522866363,-0.484144613,0.458833646,-0.412205092,-0.407081885,-0.392027427,-0.363649803,-0.341154663,-0.31612936,0.299420875,-0.265737052,-0.251532107,0.226798584,0.125346815,0.115219798,0.11082129,0.048758899,0.02346457,-0.021367137,-0.005695077
Flutolanil;-0.03171066813043478;23;0.841675969;0.841675969,-0.538136859,-0.536854002,0.504996197,-0.483628738,-0.458864877,-0.407458462,0.365708983,0.360812904,0.355306201,-0.287627502,0.250087404,-0.20698467,-0.188476099,-0.176648519,-0.164153301,0.136911006,0.108630693,-0.067494853,-0.063033688,-0.060293341,-0.049624334,0.035804521
Pyrimiphos-méthyl;0.03156686027999999;25;0.852091959;0.852091959,0.604346538,0.55395783,-0.526412946,-0.497929831,0.487480969,0.397680925,-0.346304403,-0.323442618,-0.311297684,0.302374568,0.294871795,-0.279389734,-0.277596844,-0.23405258,-0.228419805,0.218411615,-0.209778553,0.200730628,0.172794021,-0.167599549,-0.150370167,0.132778944,0.088703371,0.035543058
Trichloroéthylène;0.03143816591304348;23;0.663594525;0.663594525,0.58036035,-0.484381281,0.462894058,-0.429468349,-0.415720741,0.352218869,0.322842214,0.269472286,-0.256292169,-0.237750628,0.208553331,0.182699343,-0.155103283,-0.151110262,-0.147689811,0.123142314,-0.101283465,0.076576941,-0.072092751,-0.067509725,-0.01372252,0.01284857
Carbophénothion;0.03107374352;25;0.865272333;0.865272333,-0.740866402,-0.622734574,0.617486981,0.519018197,0.48812947,0.481927291,-0.467259663,-0.449139405,0.326541027,-0.319067333,0.314820056,-0.302030067,-0.291619538,0.227581613,0.140012263,-0.139968511,-0.13154598,0.089384676,0.057504325,0.049277124,0.048039022,0.039907669,-0.021862194,-0.001964792
Diméthénamide;0.030697077440000022;25;0.709209799;0.709209799,0.684738982,-0.656567322,0.653577799,0.586988124,-0.523099978,-0.4664066,-0.318615849,0.310414255,0.286982187,-0.281970739,-0.276814232,-0.260537414,0.23120582,0.220245573,-0.20574559,-0.198516791,0.197116566,0.18004844,-0.120215172,0.075132893,-0.058800303,-0.033093786,0.017831124,0.01431915
Dibutylétain cation;-0.030591383666666663;15;0.609798375;0.609798375,0.583014009,-0.576158873,-0.432712311,-0.226744595,-0.201725654,-0.188573745,0.186998325,-0.151681532,0.147202341,-0.112492383,-0.102798418,-0.057882869,0.042351589,0.022534986
Benzo(k)fluoranthène;0.030361060541666665;24;0.904414903;0.904414903,-0.79792573,0.614684781,-0.573914094,-0.440436507,0.41078084,0.382631342,0.359572449,-0.345191778,-0.263790256,0.229049793,0.150082539,0.115459488,0.10095996,-0.100619556,0.093916273,0.076344765,-0.055068926,-0.047984214,-0.029915167,-0.021527817,-0.019151794,-0.008078166,-0.005627675
Napropamide;-0.03030093747999999;25;0.87765145;0.87765145,-0.784795923,0.588202187,-0.525450667,0.46141091,-0.46018669,-0.359036985,-0.345032439,-0.340586179,0.267944149,0.263023906,0.246440347,-0.233604913,-0.218193784,-0.18873401,-0.145637258,0.123122851,0.101249333,-0.091515083,0.087301016,-0.069392234,-0.059237483,0.05118818,-0.02252625,0.018872132
Iodofenphos;-0.029013164879999987;25;0.882936101;0.882936101,-0.779017449,-0.712160338,0.585296414,-0.405829434,0.405531705,-0.397868472,0.391457517,-0.373309903,-0.347940202,-0.344693455,-0.308475573,0.278740132,0.277027586,-0.25908243,0.251739946,-0.225598356,0.204551541,-0.18213152,0.11855126,0.111456268,0.078208185,0.009412965,0.007945689,0.007922701
Diméthachlore;-0.028937973479999986;25;-0.809904392;-0.809904392,0.777215283,-0.584159788,0.577000363,0.460527717,0.438758778,-0.401881771,-0.369470183,-0.365640283,-0.359292798,-0.356759052,0.338924332,0.189862874,0.18597752,-0.17000428,-0.157612821,-0.114508681,0.10773903,-0.095016367,0.091376577,-0.082500333,-0.049460527,0.027681551,-0.021668181,0.019366095
Thiométon;0.028829450079999992;25;0.882936101;0.882936101,0.632820476,0.585296414,-0.46755933,0.39570695,0.391457517,-0.382340247,-0.344693455,-0.298836946,-0.287120191,-0.279313161,0.278740132,0.277027586,-0.272135458,-0.232958642,0.222981117,-0.217698486,-0.205833772,0.204551541,-0.201944666,-0.135294112,0.111456268,0.04615495,0.009412965,0.007922701
Ethiofencarbe;-0.02874196099999999;14;-0.711761538;-0.711761538,-0.587348886,0.509321518,0.487318011,0.479027714,-0.380891198,0.359223765,-0.316126319,-0.148656497,0.140451562,-0.135293529,-0.065262393,-0.063957873,0.031568209
Bromoforme;-0.028574857375;16;0.639602629;0.639602629,-0.491347091,0.454745545,0.339298779,-0.298542098,0.297921796,-0.287672485,-0.285571553,-0.230640061,-0.166251508,-0.120358901,-0.109924753,-0.107426657,-0.042657814,-0.032124169,-0.016249377
2-Chloro-6-nitrotoluène;0.028324152090909084;22;0.863973756;0.863973756,-0.827889777,-0.720008996,0.60576177,0.532796965,0.513149382,-0.505043872,0.47278646,-0.429712333,0.391112068,-0.330593396,0.309202517,-0.258832679,-0.257979521,0.228878707,-0.207589563,0.114044054,0.087643585,0.079109229,-0.028103108,-0.02163796,0.012064058
Azinphos éthyl;-0.027726139040000004;25;0.887378547;0.887378547,-0.695943289,-0.614816945,-0.586546051,0.494134573,-0.478207594,0.446181018,0.417446068,-0.391858726,-0.338940694,0.296935554,-0.2804487,-0.274284354,0.268429661,-0.256969752,0.245352926,0.09651883,0.082064264,-0.065158274,0.064823294,-0.052106454,0.028238895,0.021684129,-0.004366558,-0.002693844
Dichloroéthane-1,1;0.027674594240000006;25;0.719579711;0.719579711,0.58036035,-0.484381281,0.462894058,-0.455659647,-0.429468349,0.363169944,0.352218869,0.322842214,0.267505739,-0.256292169,-0.237750628,-0.233916604,0.208553331,-0.189242415,-0.155103283,-0.151110262,-0.147689811,-0.127077011,0.123142314,0.117693011,0.112483297,-0.053636936,-0.010931097,-0.006318489
Fenbuconazole;0.027585383125;16;0.745317651;0.745317651,0.625042843,0.541782084,0.482568257,-0.34135022,-0.310014998,-0.289546678,-0.254979571,-0.202522171,-0.165829559,-0.127686997,-0.12522973,-0.109380918,-0.107455846,0.090149468,-0.009497485
Dichlorprop;-0.027563657199999994;25;0.661646728;0.661646728,0.657880869,-0.609908528,-0.456743156,-0.429296949,-0.429190088,0.412604982,-0.40945523,0.384395437,-0.34378778,0.287563382,0.245024741,-0.231505169,0.202096791,-0.190352766,-0.165658718,-0.163105844,0.157206555,-0.131545386,-0.114118251,-0.088273125,0.080957973,-0.058458495,0.022188819,0.020741778
Terbuthylazine désethyl;-0.02745191848;25;0.771318435;0.771318435,0.767569641,0.601376823,0.451545399,0.430120123,-0.412037356,-0.409326067,-0.39393038,-0.378324667,-0.372551955,-0.365944515,-0.353270336,-0.248436987,-0.229134119,-0.21397289,0.164979798,-0.133240561,-0.123899794,-0.113052483,-0.087822607,-0.073611341,0.030190322,0.026314962,-0.016779162,-0.004378245
Métazachlore;-0.027136717440000013;25;0.666421709;0.666421709,-0.586752642,0.551481393,-0.526971845,0.496970665,-0.418633001,-0.372508685,0.34043515,-0.223762873,-0.185274464,-0.174758771,0.171006756,-0.162639062,-0.159256155,-0.136984461,-0.125140913,-0.109858994,0.109671032,0.084420864,0.082227278,0.082133985,-0.076094624,-0.073204762,0.054878778,0.013775706
Titane;-0.027002348666666683;21;0.825648064;0.825648064,-0.804171638,-0.706053252,0.685320343,-0.597563866,-0.586557241,0.529371563,0.505535652,0.43257138,-0.34313138,-0.256963532,0.226890335,-0.220956637,-0.187236726,-0.173228239,0.165558732,-0.157715057,0.156615374,-0.151131275,0.08058283,0.009565248
Terbuthylazine hydroxy;-0.026481685480000003;25;0.815994624;0.815994624,0.746342472,0.563273558,0.475758524,0.438391782,-0.40360628,-0.377957642,-0.366947505,-0.365628893,-0.352801954,-0.3344237,-0.329079717,-0.290326703,-0.250682721,-0.229511239,-0.221496329,-0.150714102,0.143141469,-0.121869223,-0.086041831,0.037331477,0.022474196,-0.017944019,-0.005591002,-0.000127379
Fluvalinate-tau;0.02643879517391303;23;0.819388599;0.819388599,-0.488226977,-0.46755933,0.459902097,0.444548179,0.375829806,-0.372682864,0.361611768,-0.298836946,-0.287120191,-0.279313161,0.206441298,0.145453179,-0.135294112,-0.114729141,0.089610893,0.089476617,0.076049461,0.04615495,-0.031037816,-0.028750838,-0.006512221,0.003689039
Diéthyl phtalate;-0.026366238080000017;25;0.904323471;0.904323471,-0.80594683,-0.671906195,0.575647436,-0.549955861,-0.428550547,0.393353876,-0.386061798,-0.34684251,0.322849707,0.285350874,-0.276691685,0.253717443,-0.244392179,0.234762041,0.217383188,-0.177275061,0.177157709,-0.159813068,0.146607256,0.087351916,-0.074895625,-0.051019851,-0.047387089,-0.03692257
fénoxaprop-éthyl;-0.026289856826086963;23;0.812471084;0.812471084,0.615750172,-0.528404869,-0.491347091,0.454745545,0.379869781,-0.298542098,0.297921796,-0.287672485,-0.285571553,-0.245834754,-0.236875213,-0.230640061,-0.166251508,-0.120358901,-0.109924753,-0.107426657,0.054190704,-0.042657814,-0.032124169,-0.023191267,-0.016249377,0.003456781
Heptachlore;-0.02599472644000002;25;0.890385586;0.890385586,-0.737531358,-0.620223798,0.595151519,-0.468295114,0.452111397,-0.445943757,-0.360480295,0.327833128,-0.322456182,0.318326003,-0.299080499,-0.288401937,0.20939767,0.139611051,-0.138354093,-0.127491091,0.12561809,-0.072202249,0.067666281,0.057070337,-0.054890079,0.051694357,0.049747529,0.000869343
KRESOXIM-METHYL;0.025742724039999977;25;0.578016185;0.578016185,-0.550841582,0.547572697,0.502113072,0.398179536,0.382496834,-0.365690583,0.3472665,-0.343680144,-0.317945612,-0.270512805,-0.236801624,-0.211940207,-0.205589843,0.205521983,0.189691432,0.152433774,-0.105186515,-0.049080815,0.039812047,-0.034843699,0.030331436,-0.018453418,-0.014775768,-0.00452478
Chlorprophame;0.025682505360000017;25;0.870036868;0.870036868,0.648311001,0.612389377,0.482702891,0.422163764,-0.380113132,-0.340592652,-0.292541357,-0.274875054,-0.256451551,-0.238904748,-0.234397323,0.229045275,-0.219570916,-0.196572774,0.181611054,-0.179275268,-0.172609057,-0.169666654,0.144541008,-0.109332366,0.09435202,0.02669453,-0.02037288,0.015490578
Métamitrone;0.0255719992;25;0.751279689;0.751279689,0.721122035,0.564102087,0.51008423,0.485847846,0.476182142,-0.383862966,-0.37216393,-0.367928299,-0.323933101,-0.304916025,-0.26456325,-0.191925309,-0.175535059,-0.158456717,0.145507016,-0.132444747,-0.13022022,-0.127752535,0.10990234,-0.092077075,-0.078340998,-0.072905852,0.053300193,-0.001001515
Imidaclopride;-0.025091293919999997;25;-0.621016553;-0.621016553,0.468548098,-0.46469679,-0.429433896,0.404643336,-0.364086825,0.341217053,0.333541211,0.333156229,-0.30560034,0.302760121,-0.273445314,0.260285243,-0.232718352,-0.208475531,0.201062622,0.197050375,-0.188570258,-0.181685799,-0.135994482,0.128933069,-0.095633434,-0.076851482,-0.024576133,0.004305484
Tébuthiuron;0.02505329800000001;14;-0.598028308;-0.598028308,0.558622743,0.543730134,-0.501743917,0.442584215,-0.437031584,0.416968181,-0.292070036,0.267985375,0.232325856,-0.207652044,-0.172905403,0.113573048,-0.015612088
Cycluron;0.02505329800000001;14;-0.598028308;-0.598028308,0.558622743,0.543730134,-0.501743917,0.442584215,-0.437031584,0.416968181,-0.292070036,0.267985375,0.232325856,-0.207652044,-0.172905403,0.113573048,-0.015612088
Pymétrozine;0.02505329800000001;14;-0.598028308;-0.598028308,0.558622743,0.543730134,-0.501743917,0.442584215,-0.437031584,0.416968181,-0.292070036,0.267985375,0.232325856,-0.207652044,-0.172905403,0.113573048,-0.015612088
Profenofos;-0.024882737079999984;25;0.852654963;0.852654963,0.657880869,0.573554017,-0.569760999,-0.522655487,0.470335221,-0.456743156,-0.417566981,-0.413503632,-0.390071194,-0.3538324,-0.339407825,0.307702075,0.242006776,-0.224869186,0.202096791,-0.198429219,0.16865036,-0.131882956,-0.116321871,-0.087536143,0.080957973,0.03980766,0.036628165,-0.031762248
Méthyl-2-Naphtalène;-0.024166657466666675;15;-0.472058209;-0.472058209,0.339298779,-0.325268196,0.290722127,0.220676761,-0.213716413,-0.137473538,-0.050302727,-0.014378446,0,0,0,0,0,0
Captane;0.0241367123333333;12;-0.735455588;-0.735455588,0.616203689,0.54841966,-0.510633411,0.280960347,-0.228988251,0.21061617,-0.198462511,0.110043032,0.105780233,0.07599696,0.015160218
Tébufenpyrad;-0.024129897040000004;25;0.830284838;0.830284838,0.660509187,-0.653748028,-0.539430712,0.477643365,0.473696091,-0.457663344,-0.403414155,-0.333974193,-0.265911172,-0.2565193,-0.247498206,0.245669103,-0.244106447,0.237078409,0.221657802,-0.199991478,-0.162683907,0.13967224,-0.110373654,-0.062157237,0.030172066,0.021149323,-0.006438193,0.003130176
Trichlorobenzène-1,3,5;-0.02381710340000001;25;0.900834602;0.900834602,-0.790252929,-0.65468732,0.634767072,-0.586829966,0.520503817,-0.475051221,-0.462976521,-0.387367034,0.386932794,0.353472694,0.346819028,-0.274825513,-0.263180152,-0.221759155,-0.208622525,-0.197399259,0.196185244,0.14717835,0.142519032,0.129751623,0.110711338,0.105559541,-0.02582634,-0.021884785
